customer_id,signup_date,market,segment,plan,acquisition_channel,is_foreign_founder,headcount,cac,churned,churn_date,ltv
SLEEK-0286,2022-05-20,SG,Startup,Starter,Organic,False,4,74.36,False,,7300.34
SLEEK-0287,2022-07-15,HK,Corporate,Growth,Partner,False,47,176.01,False,,45652.3
SLEEK-0288,2024-11-03,UK,SME,Starter,Organic,True,23,103.02,False,,2121.2
SLEEK-0289,2023-07-05,AU,SME,Growth,Paid,True,13,523.49,True,2024-06,10008.0
SLEEK-0290,2024-08-11,SG,SME,Growth,Partner,False,13,172.13,False,,3274.99
SLEEK-0291,2024-01-04,AU,Startup,Growth,Referral,False,5,83.87,True,2024-08,3843.97
SLEEK-0292,2023-08-04,AU,Startup,Starter,Organic,False,5,103.12,False,,2371.91
SLEEK-0293,2022-04-05,AU,SME,Starter,Partner,False,15,189.3,False,,14660.67
SLEEK-0294,2023-08-13,UK,Startup,Starter,Paid,True,7,810.88,False,,3135.81
SLEEK-0295,2022-02-12,SG,SME,Growth,Partner,True,27,158.93,False,,39328.76
SLEEK-0296,2022-07-06,AU,SME,Growth,Paid,False,16,304.17,True,2023-01,5769.27
SLEEK-0297,2022-01-17,HK,Startup,Growth,Paid,False,5,394.4,False,,12529.72
SLEEK-0298,2022-07-02,HK,Startup,Growth,Organic,False,4,75.69,True,2023-08,4979.88
SLEEK-0299,2022-03-03,SG,SME,Growth,Partner,False,36,120.51,False,,38074.07
SLEEK-0300,2024-08-28,SG,Startup,Starter,Referral,True,2,69.52,True,2024-09,2293.65
SLEEK-0301,2023-10-07,HK,Startup,Growth,Partner,False,3,143.86,True,2023-12,1619.06
SLEEK-0302,2022-02-24,HK,SME,Full Compliance,Referral,False,40,74.44,True,2022-08,11254.48
SLEEK-0303,2023-04-16,SG,Startup,Starter,Referral,False,2,53.79,False,,2231.51
SLEEK-0304,2023-10-11,HK,Corporate,Growth,Partner,False,86,183.09,False,,40240.3
SLEEK-0305,2022-05-30,HK,Startup,Starter,Paid,False,2,289.45,True,2024-07,2718.89
SLEEK-0306,2023-03-21,UK,Corporate,Full Compliance,Paid,True,129,520.22,False,,79126.44
SLEEK-0307,2022-01-17,SG,SME,Full Compliance,Referral,True,28,71.38,True,2023-09,25730.76
SLEEK-0308,2023-03-14,SG,SME,Growth,Partner,True,13,170.79,False,,13923.82
SLEEK-0309,2022-07-27,UK,Startup,Starter,Paid,False,2,570.27,False,,7699.0
SLEEK-0310,2023-09-26,SG,Startup,Growth,Organic,False,7,72.3,False,,6653.69
SLEEK-0311,2022-03-02,AU,Startup,Starter,Partner,False,4,165.19,False,,3773.29
SLEEK-0312,2024-07-21,AU,SME,Growth,Organic,False,18,82.22,True,2024-10,3915.85
SLEEK-0313,2023-04-24,SG,Startup,Starter,Organic,False,3,65.41,True,2024-09,1984.7
SLEEK-0314,2022-01-18,SG,Startup,Growth,Partner,False,3,162.84,False,,20922.48
SLEEK-0315,2022-02-04,SG,Startup,Starter,Referral,True,8,69.65,False,,8666.37
SLEEK-0316,2024-08-10,HK,Startup,Growth,Paid,False,2,388.29,False,,2015.96
SLEEK-0317,2023-09-15,HK,Startup,Growth,Organic,False,5,80.73,False,,7774.5
SLEEK-0318,2023-12-12,UK,SME,Growth,Referral,True,34,80.82,True,2024-09,11878.24
SLEEK-0319,2023-02-01,SG,Startup,Growth,Referral,False,4,57.03,False,,7543.03
SLEEK-0320,2023-01-23,SG,Startup,Starter,Organic,True,8,65.4,False,,4361.51
SLEEK-0321,2022-06-23,HK,SME,Growth,Paid,False,33,350.76,False,,35131.34
SLEEK-0322,2024-02-28,SG,SME,Growth,Referral,False,28,67.22,False,,11911.94
SLEEK-0323,2022-10-04,SG,Startup,Starter,Organic,False,5,69.26,False,,2659.28
SLEEK-0324,2023-02-03,SG,Startup,Starter,Referral,False,7,64.47,False,,2382.84
SLEEK-0325,2022-10-31,HK,Startup,Starter,Partner,False,6,143.89,True,2023-03,1216.2
SLEEK-0326,2022-08-18,SG,Startup,Growth,Partner,False,8,134.99,True,2022-12,2659.34
SLEEK-0327,2023-04-01,AU,Startup,Starter,Organic,False,7,112.95,False,,2694.94
SLEEK-0328,2024-12-26,UK,Startup,Growth,Paid,True,7,420.53,False,,2280.71
SLEEK-0329,2024-01-15,SG,Startup,Starter,Partner,False,7,175.45,True,2024-03,849.75
SLEEK-0330,2022-01-09,SG,Startup,Starter,Referral,True,6,69.2,True,2022-05,2644.66
SLEEK-0331,2024-09-08,HK,SME,Starter,Referral,True,20,63.83,True,2024-12,2753.48
SLEEK-0332,2022-02-09,HK,SME,Full Compliance,Organic,False,39,100.15,True,2023-06,26036.33
SLEEK-0333,2022-03-08,SG,SME,Starter,Paid,False,38,359.77,False,,25067.9
SLEEK-0334,2022-11-23,HK,SME,Starter,Partner,False,11,170.04,False,,2595.38
SLEEK-0335,2024-03-06,AU,Corporate,Growth,Partner,False,62,193.07,False,,21648.34
SLEEK-0336,2022-12-23,SG,Startup,Starter,Referral,True,3,61.62,False,,4014.3
SLEEK-0337,2023-09-25,AU,SME,Starter,Partner,True,22,138.58,False,,4077.59
SLEEK-0338,2023-06-23,SG,Startup,Starter,Paid,False,2,358.71,False,,2105.39
SLEEK-0339,2023-06-03,SG,SME,Growth,Partner,False,14,176.52,False,,11237.42
SLEEK-0340,2023-11-16,SG,Startup,Growth,Partner,False,7,130.45,True,2024-06,3673.0
SLEEK-0341,2022-12-26,AU,SME,Growth,Paid,False,19,415.57,False,,20544.14
SLEEK-0342,2024-03-12,AU,Corporate,Full Compliance,Partner,False,63,188.42,False,,24396.5
SLEEK-0343,2023-03-29,HK,Corporate,Full Compliance,Partner,False,82,134.66,True,2023-09,19430.75
SLEEK-0344,2022-12-10,AU,Startup,Growth,Partner,False,7,201.49,False,,11688.99
SLEEK-0345,2023-06-28,HK,SME,Starter,Paid,False,14,377.04,True,2023-06,852.56
SLEEK-0346,2024-05-09,AU,Startup,Full Compliance,Paid,False,5,438.45,False,,5822.98
SLEEK-0347,2023-11-08,SG,Startup,Starter,Partner,False,4,124.42,False,,4942.49
SLEEK-0348,2022-03-24,SG,Startup,Starter,Organic,False,4,94.14,False,,3171.47
SLEEK-0349,2022-03-05,HK,SME,Growth,Referral,False,35,74.3,False,,40178.1
SLEEK-0350,2022-12-24,SG,Startup,Starter,Organic,False,2,85.14,False,,2527.37
SLEEK-0351,2022-07-03,SG,SME,Starter,Partner,False,20,159.72,False,,2916.7
SLEEK-0352,2024-02-10,SG,Startup,Growth,Referral,False,4,59.3,False,,3914.98
SLEEK-0353,2024-08-02,SG,Startup,Starter,Organic,True,4,78.88,False,,3463.35
SLEEK-0354,2022-07-18,HK,Startup,Starter,Referral,False,8,65.63,True,2022-12,1186.72
SLEEK-0355,2024-12-06,HK,SME,Growth,Partner,False,38,162.27,False,,2115.7
SLEEK-0356,2024-03-19,HK,Startup,Full Compliance,Organic,False,6,97.72,False,,6355.36
SLEEK-0357,2022-09-04,AU,SME,Full Compliance,Referral,False,18,73.47,False,,28965.32
SLEEK-0358,2023-08-08,UK,SME,Starter,Organic,True,17,128.79,True,2023-09,2129.93
SLEEK-0359,2022-05-18,AU,Startup,Starter,Partner,False,8,173.83,True,2024-06,3078.0
SLEEK-0360,2023-09-26,SG,Startup,Starter,Partner,True,6,144.87,False,,3301.8
SLEEK-0361,2022-08-05,HK,Corporate,Full Compliance,Organic,True,108,75.64,True,2024-05,78097.67
SLEEK-0362,2024-09-21,AU,SME,Growth,Organic,True,33,98.92,False,,7595.02
SLEEK-0363,2022-06-23,SG,SME,Starter,Partner,False,31,164.74,False,,2982.45
SLEEK-0364,2022-12-22,SG,SME,Starter,Paid,True,36,367.22,False,,13925.51
SLEEK-0365,2022-07-02,AU,Startup,Starter,Referral,False,7,66.34,True,2023-11,2342.05
SLEEK-0366,2022-04-26,HK,Startup,Starter,Paid,False,6,302.26,False,,3734.4
SLEEK-0367,2023-01-27,SG,SME,Starter,Referral,True,31,48.79,True,2024-08,3756.56
SLEEK-0368,2024-10-31,AU,Startup,Starter,Referral,False,3,87.69,False,,1201.03
SLEEK-0369,2024-06-12,SG,SME,Starter,Organic,False,13,92.62,False,,1197.17
SLEEK-0370,2023-04-21,SG,Startup,Starter,Organic,False,6,70.62,False,,2237.99
SLEEK-0371,2022-11-06,SG,SME,Growth,Partner,False,27,120.51,False,,23424.2
SLEEK-0372,2024-02-11,AU,SME,Full Compliance,Organic,True,27,98.36,False,,16720.9
SLEEK-0373,2022-07-29,HK,SME,Starter,Paid,False,31,419.92,True,2023-11,2005.8
SLEEK-0374,2022-08-10,HK,SME,Growth,Paid,False,28,327.08,True,2023-07,12493.76
SLEEK-0375,2023-09-04,AU,Startup,Starter,Referral,True,2,75.52,True,2024-02,3397.8
SLEEK-0376,2023-10-17,AU,SME,Growth,Referral,False,26,81.64,False,,15912.2
SLEEK-0377,2022-10-27,SG,Startup,Starter,Paid,True,6,349.0,True,2023-01,2600.45
SLEEK-0378,2024-01-05,HK,Startup,Starter,Partner,False,6,182.11,False,,1666.49
SLEEK-0379,2022-03-22,SG,Startup,Growth,Organic,True,3,84.94,True,2024-06,9875.67
SLEEK-0380,2023-11-10,AU,Startup,Starter,Referral,False,2,77.57,False,,4654.5
SLEEK-0381,2022-05-26,HK,SME,Growth,Referral,True,32,61.45,False,,37090.77
SLEEK-0382,2022-11-05,HK,Startup,Starter,Partner,False,6,140.82,False,,9379.25
SLEEK-0383,2023-01-05,AU,Corporate,Full Compliance,Organic,False,62,99.5,False,,56711.88
SLEEK-0384,2022-10-25,SG,Startup,Starter,Paid,False,3,356.51,False,,2923.26
SLEEK-0385,2024-09-04,HK,SME,Growth,Paid,True,31,285.28,False,,6740.8
SLEEK-0386,2023-11-26,UK,SME,Starter,Partner,True,23,214.14,False,,2995.16
SLEEK-0387,2022-05-06,SG,SME,Starter,Paid,False,37,261.85,False,,3041.25
SLEEK-0388,2022-10-02,AU,SME,Growth,Paid,False,20,441.01,False,,23044.73
SLEEK-0389,2022-01-07,SG,Corporate,Full Compliance,Partner,True,86,155.38,False,,94963.96
SLEEK-0390,2023-06-08,AU,SME,Growth,Paid,False,11,398.72,False,,16091.62
SLEEK-0391,2022-08-26,HK,SME,Growth,Organic,False,38,85.69,True,2024-09,33235.09
SLEEK-0392,2022-01-20,AU,Startup,Starter,Referral,False,4,79.85,False,,15551.37
SLEEK-0393,2022-08-03,HK,SME,Growth,Paid,False,14,366.48,False,,17596.08
SLEEK-0394,2024-12-07,HK,SME,Full Compliance,Partner,False,18,150.91,False,,1706.33
SLEEK-0395,2024-01-01,SG,Startup,Growth,Organic,False,7,93.02,False,,5115.21
SLEEK-0396,2022-06-03,HK,Corporate,Full Compliance,Partner,True,69,134.48,True,2023-09,39553.83
SLEEK-0397,2022-04-13,HK,Corporate,Starter,Paid,True,77,304.46,False,,55370.29
SLEEK-0398,2022-01-01,SG,SME,Full Compliance,Referral,True,30,63.92,False,,44410.28
SLEEK-0399,2022-07-10,AU,Corporate,Growth,Paid,True,91,356.09,False,,91183.36
SLEEK-0400,2024-10-19,UK,Startup,Starter,Paid,False,3,503.72,False,,879.37
SLEEK-0401,2024-02-19,SG,SME,Growth,Organic,False,32,82.21,False,,14601.6
SLEEK-0402,2022-09-25,AU,SME,Growth,Partner,False,36,169.19,True,2023-04,11153.15
SLEEK-0403,2023-12-19,SG,Startup,Growth,Paid,False,8,412.77,False,,5846.93
SLEEK-0404,2022-04-16,SG,Startup,Starter,Referral,False,8,64.23,False,,3110.82
SLEEK-0405,2022-01-24,AU,SME,Growth,Referral,False,39,64.71,True,2024-03,42151.08
SLEEK-0406,2023-05-09,AU,Startup,Starter,Paid,False,6,346.28,False,,2622.88
SLEEK-0407,2024-07-29,HK,Startup,Starter,Organic,True,5,92.63,False,,2994.73
SLEEK-0408,2023-02-02,SG,Startup,Growth,Paid,True,6,256.02,False,,10321.28
SLEEK-0409,2023-12-28,UK,SME,Starter,Partner,False,31,213.72,False,,1550.85
SLEEK-0410,2023-11-11,AU,SME,Growth,Partner,False,31,178.14,False,,17641.68
SLEEK-0411,2023-03-31,AU,Startup,Starter,Referral,False,8,70.65,True,2023-08,1376.31
SLEEK-0412,2022-01-27,SG,Startup,Growth,Referral,True,6,65.32,False,,14723.16
SLEEK-0413,2022-04-23,SG,Startup,Starter,Partner,True,7,165.43,False,,4761.15
SLEEK-0414,2024-07-11,AU,SME,Growth,Partner,False,39,176.07,True,2024-11,8325.69
SLEEK-0415,2022-09-25,SG,SME,Full Compliance,Referral,False,16,52.25,False,,23538.47
SLEEK-0416,2022-07-20,SG,SME,Full Compliance,Partner,False,29,165.74,False,,35016.05
SLEEK-0417,2023-07-28,UK,Startup,Growth,Organic,True,8,138.55,False,,8708.88
SLEEK-0418,2023-03-22,AU,SME,Starter,Referral,False,30,78.73,False,,2763.59
SLEEK-0419,2022-11-30,UK,Startup,Starter,Referral,True,2,97.0,False,,3763.23
SLEEK-0420,2024-05-04,AU,SME,Growth,Referral,False,35,86.82,False,,11095.5
SLEEK-0421,2022-10-25,AU,Startup,Starter,Organic,False,8,82.26,True,2024-12,3200.04
SLEEK-0422,2024-05-07,SG,Startup,Growth,Organic,False,2,65.03,False,,2685.73
SLEEK-0423,2023-04-05,HK,SME,Growth,Referral,True,26,71.72,True,2023-07,6003.85
SLEEK-0424,2024-05-03,HK,Startup,Full Compliance,Paid,False,6,416.62,False,,5274.57
SLEEK-0425,2024-08-27,SG,SME,Starter,Organic,False,31,84.28,False,,1056.34
SLEEK-0426,2023-02-01,AU,Startup,Starter,Paid,False,3,330.97,True,2023-10,1679.32
SLEEK-0427,2022-07-12,UK,SME,Growth,Organic,True,24,122.72,False,,24621.13
SLEEK-0428,2022-10-02,SG,Startup,Growth,Partner,False,4,157.52,True,2024-05,6672.52
SLEEK-0429,2023-10-13,HK,SME,Growth,Paid,False,40,600.27,False,,22188.93
SLEEK-0430,2022-11-11,SG,Startup,Starter,Paid,False,6,293.58,True,2023-06,1234.49
SLEEK-0431,2022-01-19,HK,Corporate,Growth,Partner,True,122,150.14,True,2023-08,74441.8
SLEEK-0432,2023-10-20,HK,SME,Growth,Partner,True,24,178.96,False,,15234.31
SLEEK-0433,2024-02-07,HK,Startup,Starter,Partner,False,4,160.56,False,,1589.34
SLEEK-0434,2022-07-16,AU,Startup,Starter,Paid,False,2,449.35,True,2022-08,1024.81
SLEEK-0435,2023-03-13,HK,Startup,Growth,Referral,True,6,67.88,True,2024-07,8619.52
SLEEK-0436,2024-06-10,AU,SME,Growth,Referral,False,17,88.19,False,,6044.71
SLEEK-0437,2022-02-18,SG,SME,Starter,Organic,False,34,90.29,True,2024-10,10548.72
SLEEK-0438,2022-09-01,SG,SME,Growth,Referral,False,10,62.84,True,2023-09,8098.26
SLEEK-0439,2022-08-06,AU,Startup,Starter,Partner,False,4,182.64,True,2023-07,1932.35
SLEEK-0440,2022-03-05,AU,Startup,Starter,Paid,True,5,385.09,True,2023-03,3958.17
SLEEK-0441,2022-10-23,AU,SME,Starter,Organic,False,31,115.48,False,,3163.41
SLEEK-0442,2022-10-23,UK,Startup,Starter,Referral,True,6,72.18,True,2023-07,2743.83
SLEEK-0443,2023-12-06,HK,Startup,Starter,Organic,False,3,104.6,False,,1679.69
SLEEK-0444,2022-03-28,SG,Startup,Starter,Partner,False,6,165.06,False,,3189.66
SLEEK-0445,2022-05-18,HK,Startup,Starter,Organic,False,4,79.11,True,2023-07,1825.17
SLEEK-0446,2022-01-11,SG,SME,Growth,Organic,False,17,74.51,False,,27309.84
SLEEK-0447,2024-05-27,HK,Startup,Starter,Paid,False,7,323.85,False,,1326.61
SLEEK-0448,2022-10-03,AU,Startup,Growth,Referral,False,5,69.95,False,,10919.73
SLEEK-0449,2022-05-28,SG,Startup,Growth,Referral,True,7,69.39,True,2023-04,6621.53
SLEEK-0450,2022-02-08,AU,Startup,Growth,Organic,False,6,105.27,True,2024-02,10944.14
SLEEK-0451,2023-09-16,SG,SME,Growth,Partner,False,26,128.92,True,2024-11,13297.0
SLEEK-0452,2022-01-28,SG,Startup,Full Compliance,Organic,False,8,95.42,True,2023-04,10546.57
SLEEK-0453,2022-10-27,HK,Startup,Growth,Organic,False,3,89.41,True,2023-05,2984.21
SLEEK-0454,2023-04-25,AU,Startup,Starter,Organic,False,4,88.27,True,2023-12,1678.65
SLEEK-0455,2022-02-23,SG,Corporate,Full Compliance,Partner,True,134,158.01,True,2022-06,20864.23
SLEEK-0456,2023-11-27,SG,Startup,Starter,Organic,False,3,72.05,False,,2166.9
SLEEK-0457,2024-09-24,HK,Startup,Growth,Partner,True,3,184.78,True,2024-12,3636.78
SLEEK-0458,2022-01-12,SG,Startup,Growth,Referral,False,5,67.61,True,2023-05,6172.52
SLEEK-0459,2024-09-07,AU,SME,Growth,Paid,False,34,393.8,False,,5825.44
SLEEK-0460,2022-01-19,SG,Startup,Starter,Referral,False,6,51.99,True,2022-07,1167.37
SLEEK-0461,2022-06-20,UK,SME,Full Compliance,Paid,False,13,567.42,False,,22098.83
SLEEK-0462,2023-02-20,SG,SME,Starter,Referral,False,40,61.98,True,2023-12,1488.12
SLEEK-0463,2023-04-13,SG,SME,Growth,Paid,True,40,269.9,True,2023-12,13131.41
SLEEK-0464,2022-12-30,HK,SME,Growth,Referral,True,40,73.21,False,,35137.28
SLEEK-0465,2022-01-03,AU,Startup,Growth,Referral,False,6,83.25,True,2024-08,13803.25
SLEEK-0466,2022-08-26,SG,SME,Growth,Partner,False,14,141.03,False,,16568.03
SLEEK-0467,2024-03-18,SG,Startup,Starter,Referral,False,8,52.54,True,2024-09,1138.71
SLEEK-0468,2022-02-14,SG,Startup,Starter,Referral,False,4,51.71,False,,3283.9
SLEEK-0469,2023-07-25,SG,Startup,Starter,Referral,False,3,61.25,False,,2319.52
SLEEK-0470,2022-12-13,SG,SME,Growth,Paid,False,22,365.44,False,,19260.76
SLEEK-0471,2022-06-26,SG,SME,Growth,Organic,False,18,86.31,False,,20855.48
SLEEK-0472,2024-10-14,SG,SME,Starter,Partner,False,10,135.79,False,,884.09
SLEEK-0473,2024-12-03,AU,Corporate,Growth,Referral,True,139,88.91,False,,7099.64
SLEEK-0474,2023-02-18,AU,SME,Full Compliance,Paid,False,20,445.48,False,,25232.7
SLEEK-0475,2022-01-12,SG,SME,Starter,Referral,True,25,48.01,True,2024-06,4538.36
SLEEK-0476,2023-02-15,AU,Startup,Starter,Paid,True,2,416.01,True,2024-11,4792.09
SLEEK-0477,2023-12-14,HK,SME,Growth,Referral,True,20,78.83,True,2024-01,4061.63
SLEEK-0478,2022-12-25,HK,Startup,Starter,Organic,True,4,75.83,True,2023-06,3093.88
SLEEK-0479,2022-10-09,SG,Startup,Growth,Referral,False,8,71.19,True,2024-09,10213.09
SLEEK-0480,2023-01-16,SG,Startup,Starter,Referral,False,3,49.62,True,2024-11,2357.65
SLEEK-0481,2023-12-25,HK,Startup,Starter,Paid,False,3,407.97,True,2024-05,1196.65
SLEEK-0482,2022-03-16,SG,Startup,Starter,Referral,False,3,53.25,False,,9693.68
SLEEK-0483,2023-10-24,UK,SME,Growth,Partner,True,24,178.79,False,,13336.87
SLEEK-0484,2023-01-04,SG,Startup,Full Compliance,Organic,False,6,85.63,False,,14326.48
SLEEK-0485,2024-06-16,SG,SME,Full Compliance,Partner,False,25,172.86,False,,7995.21
SLEEK-0486,2023-07-28,HK,Corporate,Growth,Partner,True,107,176.01,False,,61517.21
SLEEK-0487,2024-10-26,AU,Startup,Starter,Paid,False,5,434.78,False,,1132.22
SLEEK-0488,2024-05-06,UK,SME,Starter,Paid,True,14,556.21,False,,4131.61
SLEEK-0489,2023-02-20,SG,SME,Growth,Paid,False,34,279.54,False,,26805.24
SLEEK-0490,2023-07-27,AU,Startup,Starter,Partner,False,7,174.86,True,2024-04,1785.89
SLEEK-0491,2022-07-07,SG,Startup,Starter,Organic,True,8,94.69,False,,4435.61
SLEEK-0492,2024-09-24,SG,Startup,Starter,Organic,False,8,79.57,False,,929.28
SLEEK-0493,2022-05-03,HK,Startup,Starter,Referral,False,2,63.12,False,,7085.12
SLEEK-0494,2023-05-12,SG,Startup,Starter,Paid,False,6,271.52,False,,6847.64
SLEEK-0495,2022-06-11,SG,SME,Growth,Partner,False,13,149.25,False,,16909.73
SLEEK-0496,2022-02-14,SG,Startup,Growth,Referral,False,2,61.72,True,2023-08,5380.2
SLEEK-0497,2023-10-21,SG,Startup,Starter,Paid,False,4,535.96,True,2023-12,868.18
SLEEK-0498,2022-12-09,AU,Startup,Starter,Paid,False,7,307.51,True,2024-08,2647.89
SLEEK-0499,2022-02-03,SG,SME,Full Compliance,Partner,True,33,148.39,True,2022-05,7152.59
SLEEK-0500,2022-11-15,HK,Corporate,Starter,Organic,True,69,105.54,True,2023-03,2832.36
SLEEK-0501,2022-01-02,SG,Startup,Growth,Referral,False,5,68.65,False,,12329.52
SLEEK-0502,2024-06-30,HK,SME,Starter,Partner,False,37,188.7,False,,1309.61
SLEEK-0503,2024-12-08,HK,SME,Growth,Referral,False,38,70.95,False,,2049.83
SLEEK-0504,2024-01-20,HK,SME,Growth,Paid,True,16,301.8,True,2024-01,3081.24
SLEEK-0505,2024-08-10,SG,Startup,Starter,Organic,False,3,77.77,False,,1028.88
SLEEK-0506,2024-06-14,AU,Startup,Starter,Organic,False,5,86.53,False,,1498.6
SLEEK-0507,2023-05-06,AU,Startup,Starter,Organic,False,7,112.0,False,,2614.65
SLEEK-0508,2023-07-05,HK,Startup,Starter,Referral,True,4,79.9,True,2023-07,2580.16
SLEEK-0509,2023-06-01,SG,Startup,Starter,Paid,True,2,380.12,False,,3549.89
SLEEK-0510,2022-01-16,SG,Startup,Starter,Paid,False,5,309.79,True,2023-02,1714.93
SLEEK-0511,2023-05-05,UK,Startup,Starter,Referral,True,4,99.02,False,,3390.02
SLEEK-0512,2023-01-29,AU,Startup,Growth,Paid,False,2,342.01,True,2024-11,7290.81
SLEEK-0513,2023-12-02,SG,SME,Starter,Organic,True,21,87.53,False,,8077.08
SLEEK-0514,2023-10-24,HK,SME,Starter,Paid,False,15,553.83,True,2023-11,949.87
SLEEK-0515,2024-04-04,SG,SME,Starter,Organic,True,25,77.89,False,,2966.7
SLEEK-0516,2022-03-28,HK,Startup,Growth,Organic,False,3,96.87,True,2024-08,8841.1
SLEEK-0517,2022-11-02,SG,Startup,Starter,Organic,False,8,84.63,False,,2596.81
SLEEK-0518,2023-06-26,SG,Startup,Growth,Paid,True,5,349.85,False,,8437.65
SLEEK-0519,2023-05-18,SG,Startup,Growth,Partner,True,4,131.39,False,,8129.34
SLEEK-0520,2023-03-03,SG,Startup,Starter,Partner,False,6,146.96,True,2024-04,1700.59
SLEEK-0521,2022-01-20,SG,Startup,Growth,Referral,True,7,66.62,False,,23078.84
SLEEK-0522,2022-09-05,SG,Corporate,Full Compliance,Partner,False,54,139.36,False,,50253.31
SLEEK-0523,2024-01-07,SG,SME,Starter,Organic,True,32,70.13,False,,3046.43
SLEEK-0524,2023-06-09,HK,Startup,Starter,Referral,False,2,62.18,False,,2115.81
SLEEK-0525,2024-11-28,UK,Startup,Growth,Paid,True,4,513.36,False,,2467.4
SLEEK-0526,2024-01-26,HK,Corporate,Full Compliance,Referral,False,107,57.63,False,,41312.68
SLEEK-0527,2024-02-04,SG,Startup,Growth,Paid,True,6,324.05,True,2024-11,5700.82
SLEEK-0528,2024-04-30,HK,SME,Growth,Partner,False,37,177.04,False,,12961.18
SLEEK-0529,2023-01-05,AU,Startup,Starter,Organic,False,6,100.19,True,2023-01,952.71
SLEEK-0530,2023-04-19,UK,Startup,Growth,Paid,False,5,623.34,True,2023-08,2204.74
SLEEK-0531,2023-05-08,AU,Startup,Growth,Referral,False,7,66.42,False,,9423.35
SLEEK-0532,2022-05-20,SG,Corporate,Starter,Partner,False,40,128.11,False,,3037.23
SLEEK-0533,2022-12-27,SG,Startup,Starter,Partner,False,6,153.22,True,2024-07,2159.74
SLEEK-0534,2022-10-08,SG,Startup,Starter,Paid,True,5,359.82,False,,4217.23
SLEEK-0535,2023-10-27,HK,Startup,Growth,Organic,False,7,78.22,False,,6502.51
SLEEK-0536,2023-09-08,AU,SME,Starter,Organic,False,11,112.33,False,,8168.08
SLEEK-0537,2023-08-19,UK,Startup,Starter,Referral,False,3,103.24,False,,1767.64
SLEEK-0538,2024-02-23,AU,SME,Starter,Partner,False,17,171.66,False,,1844.14
SLEEK-0539,2023-08-25,SG,SME,Growth,Organic,True,26,80.15,False,,16641.4
SLEEK-0540,2024-09-01,AU,Startup,Growth,Organic,False,2,81.97,False,,1974.0
SLEEK-0541,2023-04-16,SG,Startup,Starter,Referral,False,7,61.71,True,2023-09,1077.2
SLEEK-0542,2024-05-30,HK,Startup,Starter,Organic,True,7,105.27,False,,3093.46
SLEEK-0543,2022-05-06,SG,Startup,Full Compliance,Organic,False,5,83.72,False,,18104.08
SLEEK-0544,2023-04-24,HK,Startup,Starter,Partner,False,8,151.92,True,2024-03,1642.78
SLEEK-0545,2023-02-01,SG,SME,Growth,Organic,False,38,89.74,True,2023-03,2952.62
SLEEK-0546,2022-05-18,SG,Startup,Starter,Referral,True,7,65.52,False,,6326.44
SLEEK-0547,2024-12-14,HK,Startup,Starter,Partner,False,8,138.9,False,,862.09
SLEEK-0548,2022-01-18,HK,Startup,Starter,Paid,False,7,372.45,True,2023-08,2176.79
SLEEK-0549,2024-07-17,SG,Startup,Full Compliance,Organic,False,8,67.19,False,,4360.02
SLEEK-0550,2024-07-26,HK,Startup,Growth,Organic,True,6,97.65,False,,4550.35
SLEEK-0551,2022-06-21,SG,Startup,Starter,Referral,False,4,71.9,False,,2941.34
SLEEK-0552,2022-03-02,AU,SME,Full Compliance,Partner,True,29,200.54,False,,47893.06
SLEEK-0553,2024-02-22,AU,SME,Growth,Organic,False,22,107.12,False,,11600.1
SLEEK-0554,2022-08-18,SG,SME,Starter,Referral,False,20,63.66,False,,2825.77
SLEEK-0555,2024-12-08,AU,Startup,Full Compliance,Referral,False,8,72.9,False,,1572.14
SLEEK-0556,2022-12-04,SG,Corporate,Growth,Partner,True,43,170.37,False,,34321.08
SLEEK-0557,2024-04-22,AU,SME,Growth,Paid,False,25,417.33,False,,9740.68
SLEEK-0558,2022-10-09,SG,Startup,Growth,Organic,False,3,83.6,True,2023-05,2847.19
SLEEK-0559,2024-09-03,HK,Startup,Starter,Referral,False,7,79.69,False,,1110.54
SLEEK-0560,2022-01-14,SG,SME,Growth,Referral,False,34,48.36,False,,38314.56
SLEEK-0561,2022-02-28,SG,SME,Growth,Organic,False,23,86.01,False,,27702.97
SLEEK-0562,2024-07-20,SG,SME,Full Compliance,Partner,False,10,154.32,False,,4646.79
SLEEK-0563,2022-03-28,HK,Startup,Growth,Partner,False,7,143.73,False,,20272.38
SLEEK-0564,2024-02-13,SG,Startup,Growth,Referral,False,3,66.57,True,2024-10,3125.73
SLEEK-0565,2023-03-15,SG,SME,Starter,Organic,True,16,80.02,False,,3911.5
SLEEK-0566,2023-04-15,SG,Startup,Starter,Organic,False,7,74.37,False,,2197.26
SLEEK-0567,2022-08-22,AU,SME,Growth,Organic,True,32,105.36,False,,40260.21
SLEEK-0568,2022-11-24,AU,Corporate,Growth,Partner,False,82,161.88,False,,72595.85
SLEEK-0569,2022-10-24,HK,SME,Starter,Organic,False,27,97.63,True,2023-06,1432.16
SLEEK-0570,2023-01-06,AU,Corporate,Growth,Paid,True,119,324.0,False,,93615.79
SLEEK-0571,2024-10-18,AU,Startup,Starter,Paid,False,3,304.87,True,2024-12,1133.88
SLEEK-0572,2022-01-08,SG,SME,Full Compliance,Referral,False,21,54.67,True,2024-02,25297.97
SLEEK-0573,2022-11-19,SG,Startup,Growth,Referral,False,2,55.16,False,,7128.72
